datetime,timestamp,open,high,low,close,volume
2025-07-26 13:15:25.267630,1753506925,3548470.8435534164,3522032.57313497,3509900.192304052,3511064.6247683926,59.335471715134794
2025-07-26 14:15:25.267630,1753510525,3511345.2221619226,3527029.8452411145,3426965.7368260897,3511999.456171256,55.95780338373459
2025-07-26 15:15:25.267630,1753514125,3519842.447250853,3528232.155775301,3486970.952734263,3521999.986886645,9.58202223595504
2025-07-26 16:15:25.267630,1753517725,3507394.15591587,3545598.9086329383,3476003.117130049,3529935.3829985624,11.880716655577908
2025-07-26 17:15:25.267630,1753521325,3508101.441648016,3582834.2066814583,3479242.6669542366,3499130.5472678095,11.714971808753818
2025-07-26 18:15:25.267630,1753524925,3501794.0154691106,3507218.431905338,3493935.211000742,3496217.2553434414,76.28198401264842
2025-07-26 19:15:25.267630,1753528525,3554368.2793310746,3546854.3067818955,3505113.4512426904,3542668.355391425,24.932764185411585
2025-07-26 20:15:25.267630,1753532125,3477020.891159776,3525713.509791427,3436031.7695732033,3506441.9836049303,74.35165533913336
2025-07-26 21:15:25.267630,1753535725,3571464.515975604,3593436.158804591,3554936.643383432,3566754.1798056196,23.118413847313292
2025-07-26 22:15:25.267630,1753539325,3512833.677475039,3554508.6639405997,3485868.109375692,3516808.4793965532,110.62143340315632
2025-07-26 23:15:25.267630,1753542925,3539378.644699995,3579645.121168684,3536622.6790830847,3539249.2427304424,17.814519414036432
2025-07-27 00:15:25.267630,1753546525,3513353.6533681974,3620237.0001479518,3528874.7804955165,3575258.8301577545,88.5390865522232
2025-07-27 01:15:25.267630,1753550125,3527007.7618012624,3519216.8653020156,3516335.1472394313,3518400.353597351,25.226610403634425
2025-07-27 02:15:25.267630,1753553725,3558571.853633016,3545783.926450953,3527962.565092955,3540591.3270087554,118.49207245535278
2025-07-27 03:15:25.267630,1753557325,3545922.4852445377,3547837.7879714295,3487633.732822213,3531254.8239316423,64.93079812012843
2025-07-27 04:15:25.267630,1753560925,3606048.592460868,3613698.1162753175,3586102.794937179,3588178.339647627,12.19796784302069
2025-07-27 05:15:25.267630,1753564525,3506827.890235115,3563624.7909981967,3494657.0335257817,3507511.763296067,82.80386105254772
2025-07-27 06:15:25.267630,1753568125,3529138.806541717,3585601.0350621534,3513039.355457418,3530231.775308156,38.00060030885974
2025-07-27 07:15:25.267630,1753571725,3483058.836896869,3568140.572433371,3476189.887110069,3529862.3735232316,41.55947593582429
2025-07-27 08:15:25.267630,1753575325,3540876.6438470716,3586338.1948735947,3505820.264142458,3532097.713024912,15.876484713869477
2025-07-27 09:15:25.267630,1753578925,3556607.890378691,3605259.987553634,3516678.489587648,3543571.590821781,14.02760059704551
2025-07-27 10:15:25.267630,1753582525,3503816.674110451,3547519.4598814785,3472428.1910620807,3503250.194760665,21.313410013294206
2025-07-27 11:15:25.267630,1753586125,3528215.951570912,3532112.869423124,3516533.233126181,3517080.0258005313,8.774728150950006
2025-07-27 12:15:25.267630,1753589725,3560726.430127187,3548744.224565231,3517133.6737237703,3543421.28406486,26.659772075222143
2025-07-27 13:15:25.267630,1753593325,3592405.775311434,3586187.0892867614,3504888.5503888107,3577176.978502536,163.70321940128082
2025-07-27 14:15:25.267630,1753596925,3507456.065070075,3515024.489025161,3506108.7811469412,3508311.9734922852,5.797426675009375
2025-07-27 15:15:25.267630,1753600525,3464002.7873122855,3482498.623614695,3441230.63011444,3472729.9501815108,79.81780001929376
2025-07-27 16:15:25.267630,1753604125,3473688.320777864,3503486.81664739,3428199.2621141737,3473466.0413660994,12.262033576596487
2025-07-27 17:15:25.267630,1753607725,3582436.0766681917,3591510.078426304,3521563.7330674464,3568971.9078267543,88.3663837640852
2025-07-27 18:15:25.267630,1753611325,3530283.879968707,3544192.309188539,3461686.412043164,3528621.799884555,61.27487528475037
2025-07-27 19:15:25.267630,1753614925,3523957.7801812924,3583530.357032571,3523381.968354821,3551613.805488812,27.30751694625576
2025-07-27 20:15:25.267630,1753618525,3550808.628811075,3597746.90357807,3502896.917484689,3542224.2995427446,24.11841882885264
2025-07-27 21:15:25.267630,1753622125,3527471.839091607,3531781.3534508785,3510292.7180842157,3512414.273944999,30.777742576737005
2025-07-27 22:15:25.267630,1753625725,3546161.439072938,3581294.148432795,3523561.687256895,3539797.1649098336,31.718516223716296
2025-07-27 23:15:25.267630,1753629325,3493482.139457903,3546088.081879263,3473169.114450078,3500842.5813290644,1.208928029474793
2025-07-28 00:15:25.267630,1753632925,3483751.9046031525,3500770.589224202,3430048.743482547,3474753.176402889,39.82529474858694
2025-07-28 01:15:25.267630,1753636525,3569367.1849157535,3599134.008564704,3574074.680475238,3583477.757712608,58.412862989728275
2025-07-28 02:15:25.267630,1753640125,3477524.8442277093,3504068.231593461,3390729.3611722845,3480164.060669336,29.99145978510247
2025-07-28 03:15:25.267630,1753643725,3511003.2020767415,3595103.972112026,3459628.4149874514,3523778.0717541315,14.936225180940513
2025-07-28 04:15:25.267630,1753647325,3488335.290615616,3586499.1854347456,3474917.3879931285,3502580.1606456214,62.05078754163401
2025-07-28 05:15:25.267630,1753650925,3544424.2388550155,3558840.2812082414,3511022.2803607187,3537622.8803526955,8.703076715432797
2025-07-28 06:15:25.267630,1753654525,3604896.70634886,3641914.705020506,3561006.064821637,3599904.267161739,63.17488210867362
2025-07-28 07:15:25.267630,1753658125,3545812.775394636,3580617.1734688682,3497941.0360397827,3565401.1106873164,40.21351108685221
2025-07-28 08:15:25.267630,1753661725,3449873.710421063,3487487.196335948,3429732.4229725986,3468363.990128112,13.24258559364229
2025-07-28 09:15:25.267630,1753665325,3480726.6051256517,3520353.6346023525,3497190.279001844,3498507.0108083007,20.87870722702327
2025-07-28 10:15:25.267630,1753668925,3542086.038599496,3593911.607457251,3533381.3697461383,3550294.858295282,21.603766900531124
2025-07-28 11:15:25.267630,1753672525,3518971.7279768386,3541699.9888916425,3473799.5316931885,3521260.6895453986,12.793888441792852
2025-07-28 12:15:25.267630,1753676125,3534149.299183098,3564047.1072111954,3548288.738325613,3553274.101742564,96.98812318105901
2025-07-28 13:15:25.267630,1753679725,3490609.411983588,3465348.401510381,3454141.012546275,3455131.1539045083,12.920352945074287
2025-07-28 14:15:25.267630,1753683325,3490177.0542020765,3487633.456005708,3444807.9988892316,3475960.9875236065,61.5368256135624
2025-07-28 15:15:25.267630,1753686925,3649021.426235048,3645571.0728638875,3582787.389421254,3635228.8624138855,82.20880810179484
2025-07-28 16:15:25.267630,1753690525,3536294.7753977245,3533611.6988876583,3475884.3046563226,3531394.036822181,21.633533686262705
2025-07-28 17:15:25.267630,1753694125,3564755.239844356,3575041.7831899477,3480467.006277337,3525228.1242005373,44.545833335901975
2025-07-28 18:15:25.267630,1753697725,3495064.4720506617,3520844.320615485,3431995.850099578,3483668.6756641627,32.513508383025275
2025-07-28 19:15:25.267630,1753701325,3529212.6986852405,3551422.663484343,3480607.8985377382,3529499.9008207666,35.80275750528242
2025-07-28 20:15:25.267630,1753704925,3486893.562797972,3487275.0308675836,3429717.3634156063,3484960.7652126825,41.70964789347421
2025-07-28 21:15:25.267630,1753708525,3474358.021281716,3477892.361007623,3429258.237979101,3476754.081736966,20.824063374730514
2025-07-28 22:15:25.267630,1753712125,3456765.974839206,3514594.3331103995,3432873.501213759,3469952.3464748855,48.912642620556646
2025-07-28 23:15:25.267630,1753715725,3558342.350645141,3605617.1422613473,3442967.7347013387,3572114.871907019,34.06560820186036
2025-07-29 00:15:25.267630,1753719325,3554008.665525845,3590994.6273237774,3544030.2280229097,3554392.528594808,80.4637197087049
2025-07-29 01:15:25.267630,1753722925,3473401.183240938,3549322.665988937,3468280.8950871904,3484133.8193640364,20.52882141076508
2025-07-29 02:15:25.267630,1753726525,3577501.785394644,3583128.768070567,3539716.0010401,3555219.941727559,59.59845228804607
2025-07-29 03:15:25.267630,1753730125,3624906.4599165036,3673454.5083937207,3557988.93335116,3614319.730972393,6.0448197107689206
2025-07-29 04:15:25.267630,1753733725,3414023.5543235857,3487052.463811501,3389765.4430953185,3443630.4106772193,50.728483683819306
2025-07-29 05:15:25.267630,1753737325,3435440.019661737,3456532.5158773265,3430957.989866535,3436517.1148821567,182.78839962230023
2025-07-29 06:15:25.267630,1753740925,3480065.4258352257,3498056.1024751617,3462221.3637670865,3487351.275892791,122.37637260581467
2025-07-29 07:15:25.267630,1753744525,3562893.912472895,3571464.873533554,3533657.9640719728,3549336.887382708,47.07399348542392
2025-07-29 08:15:25.267630,1753748125,3566862.7925174623,3615967.0806362918,3581993.855042256,3585222.505814283,23.218639385883876
2025-07-29 09:15:25.267630,1753751725,3606872.3342202534,3639986.6324222996,3613630.0242463914,3624109.472825257,39.17889826961425
2025-07-29 10:15:25.267630,1753755325,3817405.1533903154,3833756.4415921248,3811542.0953065827,3822710.2384377625,32.87725162045202
2025-07-29 11:15:25.267630,1753758925,3519833.053140816,3581150.1846167063,3499781.23958777,3519461.084181022,22.99123424519053
2025-07-29 12:15:25.267630,1753762525,3463491.9830221105,3511612.323783424,3410403.0701142023,3437979.253146234,0.38183843781014765
2025-07-29 13:15:25.267630,1753766125,3437733.1013418804,3445251.1393922037,3363922.256526195,3425888.0389845734,17.46553537972917
2025-07-29 14:15:25.267630,1753769725,3585867.265758514,3664294.5897168443,3622009.647767905,3624918.310872293,14.262340890051789
2025-07-29 15:15:25.267630,1753773325,3608887.258595165,3643455.9524858533,3565007.5386822075,3578595.240230256,50.908438652734645
2025-07-29 16:15:25.267630,1753776925,3488921.281396244,3525646.6063733413,3485907.762314286,3518192.5923135635,97.18097848971735
2025-07-29 17:15:25.267630,1753780525,3600889.400706831,3595150.882167634,3560855.0336553305,3580420.7294495446,24.02446262248765
2025-07-29 18:15:25.267630,1753784125,3376016.160812902,3432351.3040913944,3364029.332066044,3381478.253743998,62.072580568604984
